cell_id,Copsychus saularis,Copsychus saularis [saularis Group],Copsychus saularis [amoenus Group]
84209a5ffffffff,2.0,0.0,0.0
8430995ffffffff,2.0,2.0,0.0
84309a5ffffffff,4.0,0.0,0.0
8430e25ffffffff,2.0,0.0,0.0
843c02dffffffff,6.0,1.0,0.0
843c0a5ffffffff,3.0,0.0,0.0
843c189ffffffff,1.0,0.0,0.0
843c193ffffffff,2.0,0.0,0.0
843c199ffffffff,8.0,0.0,0.0
843c19bffffffff,3.0,0.0,0.0
843c1b5ffffffff,6.0,0.0,0.0
843c1b9ffffffff,4.0,0.0,0.0
843c1d3ffffffff,2.0,0.0,0.0
843c1e9ffffffff,2.0,0.0,0.0
843c583ffffffff,3.0,0.0,0.0
843c5c5ffffffff,1.0,0.0,0.0
843c885ffffffff,8.0,0.0,0.0
843c8d9ffffffff,1.0,0.0,0.0
843c943ffffffff,1.0,1.0,0.0
843ca93ffffffff,2.0,0.0,0.0
843ca95ffffffff,3.0,0.0,0.0
843ca97ffffffff,1.0,0.0,0.0
843cab7ffffffff,1.0,0.0,0.0
843cab9ffffffff,3.0,0.0,0.0
843cb13ffffffff,2.0,0.0,0.0
843cb1dffffffff,4.0,4.0,0.0
843cc45ffffffff,1.0,0.0,0.0
843ce4dffffffff,2.0,0.0,0.0
843ce53ffffffff,1.0,1.0,0.0
843cec9ffffffff,2.0,0.0,0.0
843cf05ffffffff,2.0,0.0,0.0
843cf0dffffffff,2.0,0.0,0.0
843cf25ffffffff,2.0,0.0,0.0
843cf29ffffffff,3.0,0.0,0.0
843cf2dffffffff,8.0,0.0,0.0
843cf35ffffffff,1.0,0.0,0.0
843cf47ffffffff,2.0,0.0,0.0
843cf61ffffffff,1.0,0.0,0.0
843cf69ffffffff,4.0,0.0,0.0
843d137ffffffff,1.0,0.0,0.0
843d845ffffffff,17.0,0.0,0.0
843d8d5ffffffff,2.0,0.0,0.0
843d939ffffffff,3.0,0.0,0.0
843d98dffffffff,2.0,0.0,0.0
843d993ffffffff,4.0,0.0,0.0
843da1dffffffff,2.0,2.0,0.0
843da21ffffffff,2.0,0.0,0.0
843da37ffffffff,48.0,0.0,0.0
843daddffffffff,11.0,3.0,0.0
843db13ffffffff,4.0,1.0,0.0
843db35ffffffff,2.0,2.0,0.0
843db67ffffffff,2.0,2.0,0.0
8440b53ffffffff,1.0,1.0,0.0
8440e39ffffffff,2.0,2.0,0.0
8440e3dffffffff,2.0,2.0,0.0
8441035ffffffff,6.0,6.0,0.0
8441037ffffffff,2.0,2.0,0.0
84411c9ffffffff,3.0,3.0,0.0
84411cbffffffff,16.0,16.0,0.0
8441659ffffffff,4.0,0.0,0.0
8441721ffffffff,1.0,1.0,0.0
8441911ffffffff,1.0,1.0,0.0
8441a43ffffffff,1.0,0.0,0.0
8441a55ffffffff,4.0,0.0,0.0
8441b43ffffffff,3.0,0.0,0.0
8441b51ffffffff,1.0,1.0,0.0
8441b55ffffffff,1.0,0.0,0.0
8441b57ffffffff,1.0,1.0,0.0
8441b5dffffffff,1.0,0.0,0.0
8442c13ffffffff,9.0,0.0,0.0
8442c1bffffffff,2.0,0.0,0.0
8442c31ffffffff,1.0,1.0,0.0
8442cd3ffffffff,1.0,0.0,0.0
8442eb3ffffffff,1.0,1.0,0.0
844ba0bffffffff,10.0,0.0,0.0
844bb11ffffffff,2.0,0.0,0.0
844bb19ffffffff,5.0,0.0,0.0
844bb53ffffffff,20.0,0.0,0.0
846002dffffffff,1.0,0.0,0.0
846004dffffffff,11.0,0.0,0.0
8460061ffffffff,1.0,0.0,0.0
8460065ffffffff,1.0,0.0,0.0
8460067ffffffff,7.0,0.0,0.0
846006dffffffff,6.0,0.0,0.0
8460151ffffffff,3.0,0.0,0.0
8460157ffffffff,2.0,0.0,0.0
8460159ffffffff,3.0,0.0,0.0
8460169ffffffff,2.0,2.0,0.0
846016dffffffff,1.0,0.0,0.0
84601e9ffffffff,4.0,0.0,0.0
8460221ffffffff,51.0,0.0,0.0
8460227ffffffff,43.0,0.0,0.0
846022dffffffff,8.0,0.0,0.0
8460263ffffffff,9.0,0.0,0.0
846026bffffffff,2.0,0.0,0.0
8460313ffffffff,88.0,0.0,0.0
8460317ffffffff,1.0,0.0,0.0
846031bffffffff,34.0,4.0,0.0
8460333ffffffff,20.0,0.0,0.0
8460335ffffffff,4.0,0.0,0.0
846033bffffffff,8.0,0.0,0.0
8460353ffffffff,3.0,0.0,0.0
846035bffffffff,2.0,0.0,0.0
84608b5ffffffff,4.0,0.0,0.0
8460931ffffffff,3.0,0.0,0.0
8460939ffffffff,1.0,0.0,0.0
8460965ffffffff,4.0,4.0,0.0
8460a25ffffffff,2.0,0.0,0.0
8460a27ffffffff,6.0,0.0,0.0
8460a89ffffffff,1.0,0.0,0.0
8460a8bffffffff,2.0,0.0,0.0
8460a91ffffffff,44.0,0.0,0.0
8460a9bffffffff,2.0,0.0,0.0
8460a9dffffffff,4.0,0.0,0.0
8460ad3ffffffff,1.0,0.0,0.0
8460ad5ffffffff,2.0,0.0,0.0
8460ad7ffffffff,4.0,0.0,0.0
8460b19ffffffff,2.0,0.0,0.0
8460b53ffffffff,4.0,0.0,0.0
8461885ffffffff,1.0,0.0,0.0
8461891ffffffff,2.0,0.0,0.0
84618b9ffffffff,38.0,0.0,0.0
84618c1ffffffff,2.0,2.0,0.0
84648c9ffffffff,1.0,0.0,0.0
84648ddffffffff,1.0,0.0,0.0
8464a49ffffffff,3.0,0.0,0.0
8464e49ffffffff,13.0,13.0,0.0
846520dffffffff,70.0,0.0,0.0
8465263ffffffff,30.0,0.0,0.0
846526bffffffff,10.0,0.0,0.0
