cell_id,Elaenia albiceps,Elaenia albiceps [albiceps Group],Elaenia albiceps chilensis,Elaenia albiceps modesta
8366c2fffffffff,17.0,0.0,0.0,0.0
8366d0fffffffff,9.0,0.0,0.0,0.0
8366d1fffffffff,39.0,4.0,0.0,0.0
8366d3fffffffff,1623.0,166.0,0.0,0.0
8366dafffffffff,4.0,2.0,0.0,0.0
8366defffffffff,847.0,126.0,0.0,0.0
838005fffffffff,1.0,0.0,1.0,0.0
838010fffffffff,28.0,0.0,18.0,0.0
838011fffffffff,3.0,0.0,2.0,0.0
838013fffffffff,1.0,0.0,0.0,0.0
838030fffffffff,26.0,0.0,4.0,0.0
838032fffffffff,2.0,0.0,2.0,0.0
838036fffffffff,5.0,0.0,5.0,0.0
8380a4fffffffff,2.0,0.0,2.0,0.0
838102fffffffff,4.0,0.0,2.0,0.0
838119fffffffff,3.0,0.0,0.0,0.0
83811cfffffffff,2.0,0.0,2.0,0.0
838121fffffffff,2.0,0.0,0.0,0.0
838124fffffffff,4.0,0.0,2.0,0.0
83812dfffffffff,2.0,0.0,0.0,0.0
838130fffffffff,16.0,0.0,5.0,0.0
838132fffffffff,1.0,0.0,0.0,0.0
838133fffffffff,20.0,0.0,9.0,0.0
838136fffffffff,4.0,0.0,1.0,0.0
838142fffffffff,2.0,0.0,2.0,0.0
838143fffffffff,3.0,0.0,2.0,0.0
838144fffffffff,6.0,0.0,6.0,0.0
838145fffffffff,2.0,0.0,2.0,0.0
838181fffffffff,6.0,0.0,4.0,0.0
838185fffffffff,1.0,0.0,1.0,0.0
838188fffffffff,4.0,0.0,4.0,0.0
83818afffffffff,2.0,0.0,0.0,0.0
83818bfffffffff,2.0,0.0,2.0,0.0
83818cfffffffff,1.0,0.0,0.0,0.0
83818dfffffffff,3.0,0.0,3.0,0.0
83818efffffffff,8.0,0.0,6.0,0.0
8381adfffffffff,15.0,0.0,6.0,0.0
838b05fffffffff,1.0,0.0,0.0,0.0
838b0cfffffffff,1.0,0.0,0.0,0.0
838b20fffffffff,72.0,0.0,0.0,0.0
838b21fffffffff,48.0,1.0,0.0,0.0
838b22fffffffff,27.0,0.0,1.0,0.0
838b23fffffffff,2.0,0.0,0.0,0.0
838b24fffffffff,10.0,0.0,0.0,0.0
838b25fffffffff,8.0,0.0,0.0,0.0
838b2cfffffffff,141.0,0.0,0.0,0.0
838b2dfffffffff,7.0,0.0,0.0,0.0
838b2efffffffff,8.0,0.0,0.0,0.0
838b31fffffffff,2.0,0.0,2.0,0.0
838b60fffffffff,5.0,0.0,0.0,0.0
838b61fffffffff,806.0,0.0,0.0,0.0
838b62fffffffff,5.0,0.0,0.0,0.0
838b63fffffffff,3.0,0.0,0.0,0.0
838b65fffffffff,6.0,0.0,0.0,0.0
838b66fffffffff,1.0,0.0,0.0,0.0
838b6cfffffffff,170.0,0.0,0.0,0.0
838b74fffffffff,24.0,0.0,0.0,0.0
838b75fffffffff,11.0,0.0,0.0,0.0
838b96fffffffff,8.0,0.0,0.0,0.0
838ba6fffffffff,3.0,0.0,0.0,0.0
838bb5fffffffff,105.0,0.0,0.0,0.0
838e45fffffffff,8.0,0.0,0.0,0.0
838e4cfffffffff,2.0,0.0,0.0,0.0
838e61fffffffff,7.0,0.0,0.0,0.0
838e62fffffffff,71.0,0.0,0.0,25.0
838e63fffffffff,9.0,0.0,0.0,3.0
838e64fffffffff,63.0,0.0,0.0,0.0
838e65fffffffff,47.0,0.0,0.0,0.0
838e66fffffffff,12.0,0.0,0.0,0.0
838e68fffffffff,1.0,0.0,0.0,0.0
838e69fffffffff,5.0,0.0,0.0,1.0
838e6afffffffff,12.0,0.0,0.0,0.0
838e6bfffffffff,4.0,0.0,0.0,0.0
838e6cfffffffff,7.0,0.0,0.0,0.0
838e6dfffffffff,106.0,0.0,0.0,0.0
838e6efffffffff,3.0,0.0,0.0,0.0
838e75fffffffff,7.0,0.0,0.0,3.0
838f08fffffffff,3.0,0.0,0.0,0.0
838f09fffffffff,7.0,0.0,0.0,0.0
838f0dfffffffff,42.0,2.0,0.0,0.0
838f29fffffffff,20.0,0.0,0.0,0.0
838f2bfffffffff,36.0,4.0,0.0,0.0
838f2dfffffffff,40.0,7.0,0.0,0.0
838f40fffffffff,9.0,0.0,0.0,0.0
838f42fffffffff,20.0,0.0,0.0,0.0
838f43fffffffff,21.0,0.0,0.0,0.0
838f46fffffffff,88.0,0.0,0.0,0.0
838f4afffffffff,3.0,0.0,0.0,0.0
838f50fffffffff,47.0,0.0,0.0,0.0
838f51fffffffff,104.0,0.0,0.0,6.0
838f54fffffffff,64.0,0.0,0.0,2.0
838f55fffffffff,287.0,0.0,0.0,8.0
838f58fffffffff,59.0,0.0,0.0,0.0
838f59fffffffff,29.0,0.0,0.0,0.0
838f5cfffffffff,11.0,0.0,0.0,0.0
838f5dfffffffff,4.0,0.0,0.0,0.0
838f72fffffffff,329.0,46.0,0.0,0.0
838f73fffffffff,37.0,0.0,0.0,0.0
838f74fffffffff,4.0,1.0,0.0,0.0
838f76fffffffff,314.0,30.0,0.0,0.0
83a596fffffffff,9.0,0.0,0.0,0.0
83a806fffffffff,4.0,0.0,4.0,0.0
83a810fffffffff,55.0,0.0,13.0,0.0
83a811fffffffff,1.0,0.0,0.0,0.0
83a812fffffffff,9.0,0.0,2.0,0.0
83a813fffffffff,2.0,0.0,2.0,0.0
83a814fffffffff,17.0,0.0,10.0,0.0
83a815fffffffff,6.0,0.0,1.0,0.0
83a816fffffffff,2.0,0.0,0.0,0.0
83a81efffffffff,2.0,0.0,1.0,0.0
83a821fffffffff,2.0,0.0,0.0,0.0
83a82afffffffff,2.0,0.0,0.0,0.0
83a831fffffffff,1.0,0.0,0.0,0.0
83a840fffffffff,3.0,0.0,0.0,0.0
83a843fffffffff,2.0,0.0,0.0,0.0
83a844fffffffff,1.0,0.0,1.0,0.0
83a846fffffffff,1.0,0.0,0.0,0.0
83a859fffffffff,10.0,0.0,0.0,0.0
83a85dfffffffff,2.0,0.0,0.0,0.0
83a866fffffffff,4.0,0.0,0.0,0.0
83a870fffffffff,1.0,0.0,0.0,0.0
83a875fffffffff,2.0,0.0,0.0,0.0
83a88efffffffff,2.0,0.0,0.0,0.0
83a8a1fffffffff,2.0,0.0,1.0,0.0
83a8a9fffffffff,9.0,0.0,9.0,0.0
83a8aafffffffff,2.0,0.0,2.0,0.0
83a8acfffffffff,4.0,0.0,1.0,0.0
83a8adfffffffff,4.0,0.0,4.0,0.0
83a8aefffffffff,6.0,0.0,0.0,0.0
83a8c0fffffffff,9.0,0.0,9.0,0.0
83a8c2fffffffff,2.0,0.0,2.0,0.0
83a8c9fffffffff,12.0,0.0,0.0,0.0
83a8e6fffffffff,1.0,0.0,1.0,0.0
83a8ecfffffffff,2.0,0.0,0.0,0.0
83a946fffffffff,1.0,0.0,0.0,0.0
83a94efffffffff,9.0,0.0,1.0,0.0
83a950fffffffff,1.0,0.0,0.0,0.0
83a952fffffffff,1.0,0.0,0.0,0.0
83a961fffffffff,1.0,0.0,0.0,0.0
83b200fffffffff,2.0,0.0,0.0,0.0
83b201fffffffff,69.0,0.0,0.0,0.0
83b203fffffffff,14.0,0.0,0.0,0.0
83b205fffffffff,5.0,0.0,0.0,0.0
83b209fffffffff,3.0,0.0,0.0,0.0
83b20afffffffff,12.0,0.0,0.0,0.0
83b20efffffffff,1.0,0.0,0.0,0.0
83b219fffffffff,281.0,0.0,0.0,0.0
83b21bfffffffff,21.0,0.0,0.0,0.0
83b21dfffffffff,76.0,0.0,0.0,0.0
83b229fffffffff,2.0,0.0,0.0,0.0
83b240fffffffff,2.0,0.0,0.0,0.0
83b241fffffffff,50.0,0.0,0.0,0.0
83b242fffffffff,11.0,0.0,0.0,0.0
83b243fffffffff,83.0,0.0,0.0,0.0
83b246fffffffff,16.0,0.0,0.0,0.0
83b24afffffffff,2.0,0.0,0.0,0.0
83b24bfffffffff,2.0,0.0,0.0,0.0
83b24cfffffffff,14.0,0.0,0.0,0.0
83b24dfffffffff,2.0,0.0,0.0,0.0
83b24efffffffff,24.0,0.0,0.0,0.0
83b250fffffffff,2.0,0.0,0.0,0.0
83b251fffffffff,48.0,0.0,0.0,0.0
83b252fffffffff,2.0,0.0,0.0,0.0
83b255fffffffff,7.0,0.0,0.0,0.0
83b258fffffffff,30.0,0.0,0.0,0.0
83b259fffffffff,78.0,0.0,0.0,0.0
83b25afffffffff,1.0,0.0,0.0,0.0
83b25bfffffffff,19.0,0.0,0.0,0.0
83b25cfffffffff,60.0,0.0,0.0,0.0
83b25dfffffffff,72.0,0.0,0.0,0.0
83b25efffffffff,54.0,0.0,0.0,0.0
83b262fffffffff,11.0,0.0,0.0,0.0
83b266fffffffff,2.0,0.0,0.0,0.0
83b269fffffffff,1.0,0.0,0.0,0.0
83b26bfffffffff,1.0,0.0,0.0,0.0
83b26dfffffffff,2.0,0.0,0.0,0.0
83b270fffffffff,63.0,0.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0,0.0
83b272fffffffff,12.0,0.0,0.0,0.0
83b274fffffffff,81.0,0.0,0.0,0.0
83b275fffffffff,42.0,0.0,0.0,0.0
83b276fffffffff,3.0,0.0,0.0,0.0
83b2c0fffffffff,1185.0,0.0,258.0,0.0
83b2c1fffffffff,326.0,0.0,32.0,0.0
83b2c2fffffffff,185.0,0.0,42.0,0.0
83b2c3fffffffff,353.0,0.0,44.0,0.0
83b2c4fffffffff,1996.0,0.0,579.0,0.0
83b2c5fffffffff,3428.0,0.0,1003.0,0.0
83b2c8fffffffff,34.0,0.0,0.0,0.0
83b2cafffffffff,74.0,0.0,5.0,0.0
83b2ccfffffffff,2.0,0.0,0.0,0.0
83b2cdfffffffff,2.0,0.0,0.0,0.0
83b2cefffffffff,510.0,0.0,172.0,0.0
83b2d8fffffffff,170.0,0.0,12.0,0.0
83b2d9fffffffff,174.0,0.0,12.0,0.0
83b2dafffffffff,205.0,0.0,9.0,0.0
83b2dbfffffffff,109.0,0.0,19.0,0.0
83b2dcfffffffff,152.0,0.0,12.0,0.0
83b2ddfffffffff,419.0,0.0,91.0,0.0
83b2e0fffffffff,2.0,0.0,0.0,0.0
83b2e1fffffffff,16.0,0.0,0.0,0.0
83b2e2fffffffff,295.0,0.0,45.0,0.0
83b2e3fffffffff,117.0,0.0,47.0,0.0
83b2e4fffffffff,44.0,0.0,0.0,0.0
83b2e6fffffffff,77.0,0.0,0.0,0.0
83b2e8fffffffff,11.0,0.0,0.0,0.0
83b2e9fffffffff,35.0,0.0,0.0,0.0
83b2eafffffffff,22.0,0.0,0.0,0.0
83b2ebfffffffff,15.0,0.0,0.0,0.0
83b2ecfffffffff,21.0,0.0,8.0,0.0
83b2eefffffffff,141.0,0.0,42.0,0.0
83b300fffffffff,395.0,0.0,0.0,217.0
83b301fffffffff,30.0,0.0,0.0,14.0
83b303fffffffff,6.0,0.0,0.0,4.0
83b304fffffffff,897.0,0.0,0.0,440.0
83b305fffffffff,33.0,0.0,0.0,7.0
83b30efffffffff,37.0,0.0,0.0,14.0
83b31dfffffffff,2.0,0.0,0.0,0.0
83b320fffffffff,15.0,0.0,0.0,0.0
83b321fffffffff,24.0,0.0,0.0,0.0
83b324fffffffff,22.0,3.0,0.0,0.0
83b325fffffffff,54.0,3.0,0.0,0.0
83b32dfffffffff,2.0,0.0,0.0,0.0
83b330fffffffff,4.0,0.0,0.0,0.0
83b331fffffffff,7.0,0.0,0.0,0.0
83b334fffffffff,6.0,0.0,0.0,0.0
83b335fffffffff,20.0,0.0,0.0,0.0
83b342fffffffff,254.0,0.0,0.0,0.0
83b343fffffffff,3.0,0.0,0.0,0.0
83b344fffffffff,13.0,0.0,0.0,0.0
83b346fffffffff,14.0,0.0,0.0,0.0
83b34bfffffffff,8.0,0.0,0.0,0.0
83b351fffffffff,195.0,0.0,0.0,0.0
83b355fffffffff,2.0,0.0,0.0,0.0
83b358fffffffff,25.0,0.0,0.0,0.0
83b35afffffffff,18.0,0.0,0.0,0.0
83b35bfffffffff,22.0,0.0,0.0,0.0
83b35cfffffffff,73.0,0.0,0.0,0.0
83b35dfffffffff,4.0,0.0,0.0,0.0
83b35efffffffff,117.0,8.0,0.0,0.0
83b362fffffffff,4.0,0.0,0.0,0.0
83b363fffffffff,1.0,0.0,0.0,0.0
83b366fffffffff,3.0,0.0,1.0,0.0
83b36dfffffffff,6.0,0.0,0.0,0.0
83b371fffffffff,2.0,0.0,0.0,0.0
83b373fffffffff,4.0,0.0,0.0,0.0
83c2c8fffffffff,1.0,0.0,0.0,0.0
83c2c9fffffffff,2.0,0.0,0.0,0.0
83c2cafffffffff,2.0,0.0,0.0,0.0
83c2e3fffffffff,100.0,2.0,0.0,0.0
83c2e8fffffffff,4.0,0.0,0.0,0.0
83c2e9fffffffff,3.0,0.0,0.0,0.0
83c2eefffffffff,6.0,0.0,0.0,0.0
83c321fffffffff,1.0,0.0,0.0,0.0
83c324fffffffff,3.0,0.0,0.0,0.0
83c325fffffffff,2.0,0.0,0.0,0.0
83c329fffffffff,10.0,0.0,1.0,0.0
83c32efffffffff,8.0,0.0,0.0,0.0
83c340fffffffff,15.0,0.0,0.0,0.0
83c343fffffffff,1.0,0.0,0.0,0.0
83c344fffffffff,2.0,0.0,0.0,0.0
83c345fffffffff,14.0,0.0,0.0,0.0
83c34bfffffffff,5.0,0.0,0.0,0.0
83c34dfffffffff,2.0,0.0,0.0,0.0
83c34efffffffff,2.0,0.0,0.0,0.0
83c360fffffffff,12.0,0.0,0.0,0.0
83c363fffffffff,2.0,0.0,0.0,0.0
83c366fffffffff,5.0,0.0,0.0,0.0
83c36bfffffffff,1.0,0.0,0.0,0.0
83c36efffffffff,3.0,0.0,0.0,0.0
83c371fffffffff,20.0,0.0,0.0,0.0
83c373fffffffff,9.0,0.0,0.0,0.0
83c375fffffffff,8.0,0.0,0.0,0.0
83ce13fffffffff,2.0,0.0,0.0,0.0
83ce32fffffffff,3.0,0.0,0.0,0.0
83ce80fffffffff,408.0,0.0,15.0,0.0
83ce81fffffffff,591.0,0.0,33.0,0.0
83ce82fffffffff,4.0,0.0,0.0,0.0
83ce83fffffffff,466.0,0.0,99.0,0.0
83ce84fffffffff,13.0,0.0,0.0,0.0
83ce85fffffffff,495.0,0.0,49.0,0.0
83ce86fffffffff,1.0,0.0,0.0,0.0
83ce88fffffffff,220.0,0.0,27.0,0.0
83ce89fffffffff,4.0,0.0,4.0,0.0
83ce8afffffffff,197.0,0.0,3.0,0.0
83ce8bfffffffff,53.0,0.0,0.0,0.0
83ce8cfffffffff,1955.0,0.0,173.0,0.0
83ce8efffffffff,607.0,0.0,15.0,0.0
83ce91fffffffff,4.0,0.0,0.0,0.0
83ce93fffffffff,83.0,0.0,0.0,0.0
83ce98fffffffff,71.0,0.0,4.0,0.0
83ce99fffffffff,142.0,0.0,9.0,0.0
83ce9bfffffffff,145.0,0.0,6.0,0.0
83ce9cfffffffff,38.0,0.0,1.0,0.0
83ce9dfffffffff,579.0,0.0,10.0,0.0
83ce9efffffffff,14.0,0.0,11.0,0.0
83cea0fffffffff,92.0,0.0,11.0,0.0
83cea1fffffffff,938.0,0.0,590.0,0.0
83cea2fffffffff,7.0,0.0,0.0,0.0
83cea3fffffffff,179.0,0.0,4.0,0.0
83cea4fffffffff,11.0,0.0,0.0,0.0
83cea5fffffffff,86.0,0.0,43.0,0.0
83cea8fffffffff,701.0,0.0,35.0,0.0
83ceaafffffffff,1534.0,0.0,161.0,0.0
83ceabfffffffff,29.0,0.0,0.0,0.0
83ceacfffffffff,810.0,0.0,44.0,0.0
83ceaefffffffff,549.0,0.0,21.0,0.0
83ceb3fffffffff,1.0,0.0,0.0,0.0
83ceb5fffffffff,2.0,0.0,0.0,0.0
83cf10fffffffff,3.0,0.0,0.0,0.0
83cf12fffffffff,588.0,6.0,189.0,0.0
83cf13fffffffff,153.0,0.0,54.0,0.0
83cf15fffffffff,1.0,0.0,0.0,0.0
83cf16fffffffff,60.0,2.0,10.0,0.0
83cf32fffffffff,6.0,0.0,0.0,0.0
83cf81fffffffff,6.0,0.0,0.0,0.0
83cf85fffffffff,20.0,0.0,11.0,0.0
83cf88fffffffff,107.0,0.0,13.0,0.0
83cf89fffffffff,15.0,0.0,0.0,0.0
83cf8afffffffff,9.0,0.0,0.0,0.0
83cf8bfffffffff,144.0,0.0,13.0,0.0
83cf8cfffffffff,166.0,0.0,44.0,0.0
83cf8dfffffffff,33.0,0.0,0.0,0.0
83cf8efffffffff,72.0,0.0,15.0,0.0
83cf98fffffffff,1.0,0.0,0.0,0.0
83cf99fffffffff,2.0,0.0,0.0,0.0
83cfa1fffffffff,4.0,0.0,2.0,0.0
83cfa2fffffffff,3.0,0.0,0.0,0.0
83cfa3fffffffff,7.0,0.0,0.0,0.0
83cfa4fffffffff,5.0,0.0,4.0,0.0
83cfa5fffffffff,2.0,0.0,0.0,0.0
83cfa8fffffffff,287.0,0.0,71.0,0.0
83cfa9fffffffff,1.0,0.0,0.0,0.0
83cfaafffffffff,21.0,0.0,8.0,0.0
83cfabfffffffff,88.0,0.0,66.0,0.0
83cfacfffffffff,346.0,0.0,88.0,0.0
83cfaefffffffff,10.0,0.0,2.0,0.0
83df40fffffffff,5.0,0.0,0.0,0.0
83df41fffffffff,150.0,0.0,44.0,0.0
83df45fffffffff,1042.0,0.0,220.0,0.0
83df4dfffffffff,2.0,0.0,0.0,0.0
83df68fffffffff,250.0,0.0,38.0,0.0
83df69fffffffff,71.0,0.0,12.0,0.0
83df6afffffffff,73.0,0.0,4.0,0.0
83df6dfffffffff,134.0,8.0,32.0,0.0
83df6efffffffff,12.0,0.0,2.0,0.0
